iter	Recall	Logloss
339	1	0.04120636969
340	1	0.04117472639
341	1	0.04114857985
342	1	0.04108690064
343	1	0.04103029786
344	1	0.04101834577
345	1	0.04096986392
346	1	0.04092818031
347	1	0.04090115934
348	1	0.04084467846
349	1	0.04082002183
350	1	0.04078010164
351	1	0.0407554945
352	1	0.04075535404
353	1	0.04075535213
354	1	0.04075534971
355	1	0.04072237396
356	1	0.04070118388
357	1	0.04070118079
358	1	0.04067463732
359	1	0.04067463157
360	1	0.04067463038
361	1	0.04067462084
362	1	0.04064971779
363	1	0.04064961713
364	1	0.04064960265
365	1	0.04062634595
366	1	0.04062631994
367	1	0.04062626253
368	1	0.04062624569
369	1	0.04058876654
370	1	0.04056160043
371	1	0.04052092153
372	1	0.04050982769
373	1	0.04050976768
374	1	0.04050970229
375	1	0.04049071449
376	1	0.0404563405
377	1	0.04043063582
378	1	0.04038523735
379	1	0.04035397643
380	1	0.04032868837
381	1	0.04032866854
382	1	0.04031167004
383	1	0.04028562342
384	1	0.0402848245
385	1	0.04027430252
386	1	0.04026373188
387	1	0.04026372553
388	1	0.04026372553
389	1	0.04026370931
390	1	0.0402055713
391	1	0.04014879435
392	1	0.04013920895
393	1	0.04011625566
394	1	0.040116238
395	1	0.04010167089
396	1	0.04007611486
397	1	0.04005996469
398	1	0.04005983085
399	1	0.04005979826
400	1	0.04002444563
401	1	0.04002441322
402	1	0.04002440551
403	1	0.04001138937
404	1	0.03994393589
405	1	0.0399348034
406	1	0.03988934144
407	1	0.03985812616
408	1	0.03985807253
409	1	0.03980474364
410	1	0.03980473289
411	1	0.03966647191
412	1	0.03966645514
413	1	0.03956618574
414	1	0.03956616327
415	1	0.03956615962
416	1	0.03955112168
417	1	0.0395511144
418	1	0.03951213063
419	1	0.03942394048
420	1	0.03938133053
421	1	0.03934567375
422	1	0.03929182939
423	1	0.03929179801
424	1	0.03929168331
425	1	0.03925811025
426	1	0.03925809643
427	1	0.03925808866
428	1	0.039217225
429	1	0.03919095727
430	1	0.03919090147
431	1	0.03915614731
432	1	0.03914539849
433	1	0.03914532593
434	1	0.03914532218
435	1	0.03911910229
436	1	0.03910497598
437	1	0.03907762697
438	1	0.03907758058
439	1	0.03903720597
440	1	0.03903719874
441	1	0.03903719874
442	1	0.03903719874
443	1	0.0390371846
444	1	0.0390371531
445	1	0.03903714948
446	1	0.03903712122
447	1	0.03903710701
448	1	0.03903709899
449	1	0.03900644455
450	1	0.03900639449
451	1	0.03895545083
452	1	0.03895540298
453	1	0.03895540228
454	1	0.03895537741
455	1	0.03888003943
456	1	0.03886071759
457	1	0.03886070214
458	1	0.03886069792
459	1	0.03886067314
460	1	0.03886066129
461	1	0.03886060915
462	1	0.03881868157
463	1	0.03881863516
464	1	0.03878919104
465	1	0.03873825954
466	1	0.03872134214
467	1	0.03872128978
468	1	0.03869029129
469	1	0.03869023923
470	1	0.03866058288
471	1	0.03866056992
472	1	0.03864066079
473	1	0.03860818429
474	1	0.03860800666
475	1	0.03850990033
476	1	0.03843187698
477	1	0.03839256957
478	1	0.03839253375
479	1	0.03834572162
480	1	0.03830878613
481	1	0.03830877995
482	1	0.03830877721
483	1	0.03830877253
484	1	0.03827185783
485	1	0.03826769099
486	1	0.03821611172
487	1	0.03820419521
488	1	0.03816341417
489	1	0.03813331108
490	1	0.0380952947
491	1	0.03809528826
492	1	0.0380952605
493	1	0.03809336648
494	1	0.03809335656
495	1	0.03809335456
496	1	0.03809333639
497	1	0.03809328844
498	1	0.03806256042
499	1	0.03803326578
